theta_deg	I
1.47275	1.3049401E-004
1.47425	1.1161299E-004
1.47575	9.9901990E-005
1.47725	9.5121999E-005
1.47875	9.2970993E-005
1.48025	9.3210001E-005
1.48175	1.0492100E-004
1.48325	1.2212900E-004
1.48475	1.4316100E-004
1.48625	1.6992900E-004
1.48775	2.0243299E-004
1.48925	2.4067301E-004
1.49075	2.8082501E-004
1.49225	3.1237301E-004
1.49375	3.4057500E-004
1.49525	3.5395901E-004
1.49675	3.5802202E-004
1.49825	3.5945603E-004
1.49975	3.5156900E-004
1.50125	3.3770702E-004
1.50275	3.2432299E-004
1.50425	3.0209598E-004
1.50575	2.8369299E-004
1.50725	2.4903801E-004
1.50875	2.1892400E-004
1.51025	1.9167800E-004
1.51175	1.6036899E-004
1.51325	1.4220500E-004
1.51475	1.1830500E-004
1.51625	1.0898400E-004
1.51775	9.6794996E-005
1.51925	9.7511998E-005
1.52075	1.0946199E-004
1.52225	1.2451901E-004
1.52375	1.5654499E-004
1.52525	1.9048300E-004
1.52675	2.2991799E-004
1.52825	2.7986898E-004
1.52975	3.2623499E-004
1.53125	3.6375798E-004
1.53275	3.9793496E-004
1.53425	4.3258999E-004
1.53575	4.6079198E-004
1.53725	4.7441499E-004
1.53875	4.7537102E-004
1.54025	4.8015104E-004
1.54175	4.7178601E-004
1.54325	4.4669097E-004
1.54475	4.2063999E-004
1.54625	3.8240003E-004
1.54775	3.4798402E-004
1.54925	3.1093901E-004
1.55075	2.6600700E-004
1.55225	2.3183001E-004
1.55375	1.9693600E-004
1.55525	1.7447001E-004
1.55675	1.5869601E-004
1.55825	1.5343800E-004
1.55975	1.7303599E-004
1.56125	1.9860901E-004
1.56275	2.4115101E-004
1.56425	2.9779400E-004
1.56575	3.7188400E-004
1.56725	4.6174802E-004
1.56875	5.5591395E-004
1.57025	6.5916200E-004
1.57175	7.4974302E-004
1.57325	8.2933001E-004
1.57475	9.0294197E-004
1.57625	9.6364802E-004
1.57775	1.0033220E-003
1.57925	1.0219641E-003
1.58075	1.0343920E-003
1.58225	1.0408451E-003
1.58375	1.0176619E-003
1.58525	9.7296905E-004
1.58675	9.1895508E-004
1.58825	8.5418602E-004
1.58975	7.7316497E-004
1.59125	6.8210601E-004
1.59275	5.9463200E-004
1.59425	5.3081906E-004
1.59575	4.7919501E-004
1.59725	4.5194899E-004
1.59875	4.5911898E-004
1.60025	5.1456701E-004
1.60175	6.1972701E-004
1.60325	7.7077496E-004
1.60475	9.7631494E-004
1.60625	1.2678950E-003
1.60775	1.6345211E-003
1.60925	2.0570729E-003
1.61075	2.5369851E-003
1.61225	3.0704334E-003
1.61375	3.6440331E-003
1.61525	4.2814459E-003
1.61675	4.9265069E-003
1.61825	5.5885371E-003
1.61975	6.3019521E-003
1.62125	7.0383116E-003
1.62275	7.7407323E-003
1.62425	8.3597424E-003
1.62575	8.9605879E-003
1.62725	9.5454203E-003
1.62875	1.0058315E-002
1.63025	1.0498074E-002
1.63175	1.0916565E-002
1.63325	1.1249491E-002
1.63475	1.1481560E-002
1.63625	1.1619464E-002
1.63775	1.1599147E-002
1.63925	1.1465785E-002
1.64075	1.1222006E-002
1.64225	1.0940225E-002
1.64375	1.0594632E-002
1.64525	1.0166582E-002
1.64675	9.6651595E-003
1.64825	9.1240639E-003
1.64975	8.5346894E-003
1.65125	7.9022953E-003
1.65275	7.2562788E-003
1.65425	6.5760850E-003
1.65575	5.9678298E-003
1.65725	5.3538387E-003
1.65875	4.7501251E-003
1.66025	4.1392413E-003
1.66175	3.5608613E-003
1.66325	3.0369731E-003
1.66475	2.5362682E-003
1.66625	2.0776270E-003
1.66775	1.6909247E-003
1.66925	1.3730550E-003
1.67075	1.0802801E-003
1.67225	8.3124195E-004
1.67375	6.3263305E-004
1.67525	4.7083001E-004
1.67675	3.5180800E-004
1.67825	2.5764198E-004
1.67975	2.0291099E-004
1.68125	1.6252001E-004
1.68275	1.5200400E-004
1.68425	1.5391600E-004
1.68575	1.5128699E-004
1.68725	1.7064600E-004
1.68875	1.8761501E-004
1.69025	2.1366600E-004
1.69175	2.2489899E-004
1.69325	2.4162901E-004
1.69475	2.5620800E-004
1.69625	2.5835901E-004
1.69775	2.5453500E-004
1.69925	2.4449700E-004
1.70075	2.3111299E-004
